timestamp,Entry No_,Budget Name,G_L Account No_,Date,Department,Project,Amount,Description,Business Unit Code,User ID,Budget Dimension 1 Code,Budget Dimension 2 Code,Budget Dimension 3 Code,Budget Dimension 4 Code,Dimension Set ID,Last Date Modified
0x000000000068D59F,1173,GL2006,8710,01/01/2006,,,43612,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5AB,1174,GL2006,8720,01/01/2006,,,18554,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5B7,1191,GL2006,9210,01/01/2006,,,14083,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5C3,1195,GL2006,9250,01/01/2006,,,197,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D439,1218,GL2006,2110,01/02/2006,,,-142135,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D445,1221,GL2006,2120,01/02/2006,,,10142,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D451,1223,GL2006,2130,01/02/2006,,,13701,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D45D,1232,GL2006,2310,01/02/2006,,,-141484,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D469,1250,GL2006,5310,01/02/2006,,,273347,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D47E,1259,GL2006,5610,01/02/2006,,,-55611,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D48A,1265,GL2006,5630,01/02/2006,,,25541,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D496,1266,GL2006,5631,01/02/2006,,,71,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4A3,1284,GL2006,6110,01/02/2006,,,-338081,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4AF,1302,GL2006,6810,01/02/2006,,,-2464,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4BB,1303,GL2006,6910,01/02/2006,,,22769,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4C7,1305,GL2006,7110,01/02/2006,,,116592,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4D3,1310,GL2006,7170,01/02/2006,,,-5990,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4DF,1313,GL2006,7190,01/02/2006,,,254575,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4EB,1314,GL2006,7191,01/02/2006,,,-116592,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4FA,1317,GL2006,7210,01/02/2006,,,13929,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D506,1322,GL2006,7270,01/02/2006,,,228,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D512,1326,GL2006,7291,01/02/2006,,,-13929,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D51D,1342,GL2006,8110,01/02/2006,,,446,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D529,1343,GL2006,8120,01/02/2006,,,2130,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D535,1344,GL2006,8130,01/02/2006,,,4017,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D541,1345,GL2006,8210,01/02/2006,,,2482,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D54D,1346,GL2006,8230,01/02/2006,,,398,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D559,1347,GL2006,8240,01/02/2006,,,316,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D565,1349,GL2006,8320,01/02/2006,,,1422,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D571,1351,GL2006,8410,01/02/2006,,,3589,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D57C,1355,GL2006,8510,01/02/2006,,,391,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D588,1357,GL2006,8530,01/02/2006,,,415,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D594,1360,GL2006,8630,01/02/2006,,,1558,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5A0,1362,GL2006,8710,01/02/2006,,,32287,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5AC,1363,GL2006,8720,01/02/2006,,,19182,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5B8,1380,GL2006,9210,01/02/2006,,,14862,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5C4,1384,GL2006,9250,01/02/2006,,,1895,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D43A,1407,GL2006,2110,01/03/2006,,,154548,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D446,1410,GL2006,2120,01/03/2006,,,25084,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D452,1412,GL2006,2130,01/03/2006,,,237,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D45E,1421,GL2006,2310,01/03/2006,,,-5788,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D46A,1439,GL2006,5310,01/03/2006,,,-195796,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D474,1443,GL2006,5410,01/03/2006,,,-9147,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D47F,1448,GL2006,5610,01/03/2006,,,-55284,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D48B,1454,GL2006,5630,01/03/2006,,,76464,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D497,1455,GL2006,5631,01/03/2006,,,62,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4A4,1473,GL2006,6110,01/03/2006,,,-337336,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4B0,1491,GL2006,6810,01/03/2006,,,-2687,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4BC,1492,GL2006,6910,01/03/2006,,,24113,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4C8,1494,GL2006,7110,01/03/2006,,,407752,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4D4,1499,GL2006,7170,01/03/2006,,,-23687,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4E0,1502,GL2006,7190,01/03/2006,,,251930,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4EC,1503,GL2006,7191,01/03/2006,,,-407752,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4F6,1505,GL2006,7193,01/03/2006,,,-123,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4FB,1506,GL2006,7210,01/03/2006,,,13347,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D507,1511,GL2006,7270,01/03/2006,,,13110,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D513,1515,GL2006,7291,01/03/2006,,,-13347,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D51E,1531,GL2006,8110,01/03/2006,,,446,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D52A,1532,GL2006,8120,01/03/2006,,,1196,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D536,1533,GL2006,8130,01/03/2006,,,5161,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D542,1534,GL2006,8210,01/03/2006,,,2175,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D54E,1535,GL2006,8230,01/03/2006,,,452,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D55A,1536,GL2006,8240,01/03/2006,,,270,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D566,1538,GL2006,8320,01/03/2006,,,1235,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D572,1540,GL2006,8410,01/03/2006,,,3969,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D57D,1544,GL2006,8510,01/03/2006,,,431,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D589,1546,GL2006,8530,01/03/2006,,,314,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D595,1549,GL2006,8630,01/03/2006,,,1695,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5A1,1551,GL2006,8710,01/03/2006,,,32278,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5AD,1552,GL2006,8720,01/03/2006,,,18857,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5B9,1569,GL2006,9210,01/03/2006,,,13749,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5C5,1573,GL2006,9250,01/03/2006,,,2070,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D43B,1596,GL2006,2110,01/04/2006,,,-220895,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D447,1599,GL2006,2120,01/04/2006,,,23290,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D453,1601,GL2006,2130,01/04/2006,,,-8080,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D45F,1610,GL2006,2310,01/04/2006,,,111113,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D46B,1628,GL2006,5310,01/04/2006,,,163868,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D475,1632,GL2006,5410,01/04/2006,,,-24011,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D480,1637,GL2006,5610,01/04/2006,,,90595,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D48C,1643,GL2006,5630,01/04/2006,,,-117575,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D498,1644,GL2006,5631,01/04/2006,,,-75,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4A5,1662,GL2006,6110,01/04/2006,,,-436569,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4B1,1680,GL2006,6810,01/04/2006,,,-2706,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4BD,1681,GL2006,6910,01/04/2006,,,30930,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4C9,1683,GL2006,7110,01/04/2006,,,95488,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4D5,1688,GL2006,7170,01/04/2006,,,-27524,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4E1,1691,GL2006,7190,01/04/2006,,,320617,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4ED,1692,GL2006,7191,01/04/2006,,,-95488,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D508,1700,GL2006,7270,01/04/2006,,,8080,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D51F,1720,GL2006,8110,01/04/2006,,,446,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D52B,1721,GL2006,8120,01/04/2006,,,1012,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D537,1722,GL2006,8130,01/04/2006,,,4264,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D543,1723,GL2006,8210,01/04/2006,,,2371,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D54F,1724,GL2006,8230,01/04/2006,,,436,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D55B,1725,GL2006,8240,01/04/2006,,,179,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D567,1727,GL2006,8320,01/04/2006,,,1500,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D573,1729,GL2006,8410,01/04/2006,,,8229,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D57E,1733,GL2006,8510,01/04/2006,,,423,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D58A,1735,GL2006,8530,01/04/2006,,,439,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D596,1738,GL2006,8630,01/04/2006,,,801,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5A2,1740,GL2006,8710,01/04/2006,,,32146,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5AE,1741,GL2006,8720,01/04/2006,,,18553,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5BA,1758,GL2006,9210,01/04/2006,,,15394,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5C6,1762,GL2006,9250,01/04/2006,,,2749,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D43C,1785,GL2006,2110,01/05/2006,,,63947,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D448,1788,GL2006,2120,01/05/2006,,,-14291,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D454,1790,GL2006,2130,01/05/2006,,,4894,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D460,1799,GL2006,2310,01/05/2006,,,-95465,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D46C,1817,GL2006,5310,01/05/2006,,,17470,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D476,1821,GL2006,5410,01/05/2006,,,33159,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D481,1826,GL2006,5610,01/05/2006,,,-67477,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D48D,1832,GL2006,5630,01/05/2006,,,62794,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D499,1833,GL2006,5631,01/05/2006,,,24,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4A6,1851,GL2006,6110,01/05/2006,,,-411202,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4B2,1869,GL2006,6810,01/05/2006,,,-3075,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4BE,1870,GL2006,6910,01/05/2006,,,28693,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4CA,1872,GL2006,7110,01/05/2006,,,325380,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4D6,1877,GL2006,7170,01/05/2006,,,-26441,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4E2,1880,GL2006,7190,01/05/2006,,,302166,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4EE,1881,GL2006,7191,01/05/2006,,,-325380,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4FC,1884,GL2006,7210,01/05/2006,,,17353,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D509,1889,GL2006,7270,01/05/2006,,,12459,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D514,1893,GL2006,7291,01/05/2006,,,-17353,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D520,1909,GL2006,8110,01/05/2006,,,446,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D52C,1910,GL2006,8120,01/05/2006,,,960,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D538,1911,GL2006,8130,01/05/2006,,,5721,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D544,1912,GL2006,8210,01/05/2006,,,2604,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D550,1913,GL2006,8230,01/05/2006,,,593,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D55C,1914,GL2006,8240,01/05/2006,,,176,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D568,1916,GL2006,8320,01/05/2006,,,471,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D574,1918,GL2006,8410,01/05/2006,,,4147,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D57F,1922,GL2006,8510,01/05/2006,,,433,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D58B,1924,GL2006,8530,01/05/2006,,,475,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D597,1927,GL2006,8630,01/05/2006,,,714,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5A3,1929,GL2006,8710,01/05/2006,,,40589,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5AF,1930,GL2006,8720,01/05/2006,,,18745,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5BB,1947,GL2006,9210,01/05/2006,,,12907,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5C7,1951,GL2006,9250,01/05/2006,,,3366,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D43D,1974,GL2006,2110,01/06/2006,,,128168,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D449,1977,GL2006,2120,01/06/2006,,,-43691,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D455,1979,GL2006,2130,01/06/2006,,,17,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D461,1988,GL2006,2310,01/06/2006,,,57080,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D46D,2006,GL2006,5310,01/06/2006,,,-78807,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D477,2010,GL2006,5410,01/06/2006,,,-44658,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D482,2015,GL2006,5610,01/06/2006,,,-78166,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D48E,2021,GL2006,5630,01/06/2006,,,77498,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D49A,2022,GL2006,5631,01/06/2006,,,63,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4A7,2040,GL2006,6110,01/06/2006,,,-478631,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4B3,2058,GL2006,6810,01/06/2006,,,-2580,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4BF,2059,GL2006,6910,01/06/2006,,,34547,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4CB,2061,GL2006,7110,01/06/2006,,,421239,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4D7,2066,GL2006,7170,01/06/2006,,,-15204,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4E3,2069,GL2006,7190,01/06/2006,,,351967,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4EF,2070,GL2006,7191,01/06/2006,,,-421239,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4FD,2073,GL2006,7210,01/06/2006,,,233,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D50A,2078,GL2006,7270,01/06/2006,,,216,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D515,2082,GL2006,7291,01/06/2006,,,-233,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D521,2098,GL2006,8110,01/06/2006,,,446,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D52D,2099,GL2006,8120,01/06/2006,,,1690,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D539,2100,GL2006,8130,01/06/2006,,,10091,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D545,2101,GL2006,8210,01/06/2006,,,3533,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D551,2102,GL2006,8230,01/06/2006,,,855,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D55D,2103,GL2006,8240,01/06/2006,,,278,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D569,2105,GL2006,8320,01/06/2006,,,1255,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D575,2107,GL2006,8410,01/06/2006,,,3447,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D580,2111,GL2006,8510,01/06/2006,,,415,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D58C,2113,GL2006,8530,01/06/2006,,,452,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D598,2116,GL2006,8630,01/06/2006,,,445,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5A4,2118,GL2006,8710,01/06/2006,,,32952,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5B0,2119,GL2006,8720,01/06/2006,,,19304,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5BC,2136,GL2006,9210,01/06/2006,,,13766,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5C8,2140,GL2006,9250,01/06/2006,,,3251,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D43E,2163,GL2006,2110,01/07/2006,,,-76922,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D44A,2166,GL2006,2120,01/07/2006,,,59982,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D456,2168,GL2006,2130,01/07/2006,,,-8730,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D462,2177,GL2006,2310,01/07/2006,,,14697,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D46E,2195,GL2006,5310,01/07/2006,,,-31109,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D478,2199,GL2006,5410,01/07/2006,,,44658,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D483,2204,GL2006,5610,01/07/2006,,,131336,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D48F,2210,GL2006,5630,01/07/2006,,,-99533,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D49B,2211,GL2006,5631,01/07/2006,,,-102,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4A8,2229,GL2006,6110,01/07/2006,,,-521020,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4B4,2247,GL2006,6810,01/07/2006,,,-3347,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4C0,2248,GL2006,6910,01/07/2006,,,34267,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4CC,2250,GL2006,7110,01/07/2006,,,323871,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4D8,2255,GL2006,7170,01/07/2006,,,-41080,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4E4,2258,GL2006,7190,01/07/2006,,,382139,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4F0,2259,GL2006,7191,01/07/2006,,,-323871,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4F7,2261,GL2006,7193,01/07/2006,,,-247,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4FE,2262,GL2006,7210,01/07/2006,,,3628,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D50B,2267,GL2006,7270,01/07/2006,,,12358,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D516,2271,GL2006,7291,01/07/2006,,,-3628,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D522,2287,GL2006,8110,01/07/2006,,,446,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D52E,2288,GL2006,8120,01/07/2006,,,1807,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D53A,2289,GL2006,8130,01/07/2006,,,11317,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D546,2290,GL2006,8210,01/07/2006,,,2292,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D552,2291,GL2006,8230,01/07/2006,,,744,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D55E,2292,GL2006,8240,01/07/2006,,,400,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D56A,2294,GL2006,8320,01/07/2006,,,1181,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D576,2296,GL2006,8410,01/07/2006,,,1185,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D581,2300,GL2006,8510,01/07/2006,,,392,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D58D,2302,GL2006,8530,01/07/2006,,,653,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D599,2305,GL2006,8630,01/07/2006,,,484,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5A5,2307,GL2006,8710,01/07/2006,,,46475,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5B1,2308,GL2006,8720,01/07/2006,,,19053,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5BD,2325,GL2006,9210,01/07/2006,,,14297,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5C9,2329,GL2006,9250,01/07/2006,,,1928,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D43F,2352,GL2006,2110,01/08/2006,,,111719,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D44B,2355,GL2006,2120,01/08/2006,,,-12945,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D457,2357,GL2006,2130,01/08/2006,,,5158,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D463,2366,GL2006,2310,01/08/2006,,,-17732,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D46F,2384,GL2006,5310,01/08/2006,,,-39119,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D484,2393,GL2006,5610,01/08/2006,,,-91442,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D490,2399,GL2006,5630,01/08/2006,,,88577,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D49C,2400,GL2006,5631,01/08/2006,,,71,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4A9,2418,GL2006,6110,01/08/2006,,,-558270,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4B5,2436,GL2006,6810,01/08/2006,,,-2765,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4C1,2437,GL2006,6910,01/08/2006,,,38506,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4CD,2439,GL2006,7110,01/08/2006,,,471917,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4D9,2444,GL2006,7170,01/08/2006,,,-35137,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4E5,2447,GL2006,7190,01/08/2006,,,408403,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4F1,2448,GL2006,7191,01/08/2006,,,-471917,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4F8,2450,GL2006,7193,01/08/2006,,,-123,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D4FF,2451,GL2006,7210,01/08/2006,,,19662,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D50C,2456,GL2006,7270,01/08/2006,,,14504,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D517,2460,GL2006,7291,01/08/2006,,,-19662,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D523,2476,GL2006,8110,01/08/2006,,,446,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D52F,2477,GL2006,8120,01/08/2006,,,1966,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D53B,2478,GL2006,8130,01/08/2006,,,7938,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D547,2479,GL2006,8210,01/08/2006,,,2384,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D553,2480,GL2006,8230,01/08/2006,,,555,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D55F,2481,GL2006,8240,01/08/2006,,,269,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D56B,2483,GL2006,8320,01/08/2006,,,1420,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D582,2489,GL2006,8510,01/08/2006,,,441,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D58E,2491,GL2006,8530,01/08/2006,,,503,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D59A,2494,GL2006,8630,01/08/2006,,,343,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5A6,2496,GL2006,8710,01/08/2006,,,37968,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5B2,2497,GL2006,8720,01/08/2006,,,18749,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5BE,2514,GL2006,9210,01/08/2006,,,14067,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D5CA,2518,GL2006,9250,01/08/2006,,,3544,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D440,2541,GL2006,2110,01/09/2006,,,-122674,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D44C,2544,GL2006,2120,01/09/2006,,,-48407,,,,,,,,0,1753-01-01 00:00:00.000
0x000000000068D458,2546,GL2006,2130,01/09/2006,,,-3918,,,,,,,,0,1753-01-01 00:00:00.000
